gene_symbol	gene_id	Gene.Name	Case.PTV	Ctrl.PTV	Case.mis3	Ctrl.mis3	Case.mis2	Ctrl.mis2	P.ca.co..Class.1.	P.ca.co..Class.2.	P.ca.co..comb.	De.novo.PTV	De.novo.mis3	De.novo.mis2	P.de.novo	P.meta	Q.meta	OR..PTV.	OR..Class.I.	OR..Class.II.	Case.syn	Ctrl.syn	P.ca.co..syn.	P.meta..no.gnomAD	Case.Ctrl.PTV..no.gnomAD	Case.Ctrl.mis3..no.gnomAD	Case.Ctrl.mis2..no.gnomAD	P.ca.co..Class.I...no.gnomAD	P.ca.co..Class.II...no.gnomAD	P.ca.co..comb...no.gnomAD
PTPRC	ENSG00000081237	Protein tyrosine phosphatase, receptor type, C	6	14	0	0	0	0	0.139	NA	0.139	NA	NA	NA	NA	0.139	1	1.72 (0.542<96>4.77)	1.72 (0.542<96>4.77)		56	204	0.519	0.0853	6/4	0/0	0/0	0.0853	NA	0.0853
PTPRCAP	ENSG00000213402	Protein tyrosine phosphatase, receptor type, C-associated protein	3	8	0	0	0	0	0.719	NA	0.719	NA	NA	NA	NA	0.719	1	1.51 (0.257<96>6.27)	1.51 (0.257<96>6.27)		4	23	0.612	0.748	3/4	0/0	0/0	0.748	NA	0.748
PTPRD	ENSG00000153707	Protein tyrosine phosphatase, receptor type, D	5	8	0	0	0	0	0.172	NA	0.172	NA	NA	NA	NA	0.172	1	2.51 (0.646<96>8.7)	2.51 (0.646<96>8.7)		106	430	0.955	0.0248	5/1	0/0	0/0	0.0248	NA	0.0248
PTPRE	ENSG00000132334	Protein tyrosine phosphatase, receptor type, E	12	23	0	0	7	38	0.0646	0.554	0.0646	NA	NA	NA	NA	0.0646	1	2.09 (0.95<96>4.39)	2.09 (0.95<96>4.39)	0.739 (0.279<96>1.68)	29	130	0.685	0.0838	12/11	0/0	7/17	0.0838	0.824	0.0838
PTPRF	ENSG00000142949	Protein tyrosine phosphatase, receptor type, F	7	16	0	0	16	47	0.277	0.308	0.192	NA	NA	NA	NA	0.192	1	1.76 (0.611<96>4.51)	1.76 (0.611<96>4.51)	1.37 (0.723<96>2.45)	94	380	1	0.311	7/9	0/0	16/18	0.47	0.2	0.311
PTPRG	ENSG00000144724	Protein tyrosine phosphatase, receptor type, G	11	30	0	0	0	0	0.404	NA	0.404	NA	NA	NA	NA	0.404	1	1.47 (0.665<96>3.02)	1.47 (0.665<96>3.02)		64	275	0.674	0.661	11/18	0/0	0/0	0.661	NA	0.661
PTPRH	ENSG00000080031	Protein tyrosine phosphatase, receptor type, H	11	87	0	0	0	0	0.0277	NA	0.0277	NA	NA	NA	NA	0.0277	0.871	0.507 (0.244<96>0.953)	0.507 (0.244<96>0.953)		52	237	0.46	0.0751	11/39	0/0	0/0	0.0751	NA	0.0751
PTPRJ	ENSG00000149177	Protein tyrosine phosphatase, receptor type, J	14	53	0	0	0	0	0.969	NA	0.969	NA	NA	NA	NA	0.969	1	1.06 (0.543<96>1.94)	1.06 (0.543<96>1.94)		67	200	0.0368	0.77	14/35	0/0	0/0	0.77	NA	0.77
PTPRK	ENSG00000152894	Protein tyrosine phosphatase, receptor type, K	8	22	0	0	0	0	0.415	NA	0.415	NA	NA	NA	NA	0.415	1	1.46 (0.562<96>3.4)	1.46 (0.562<96>3.4)		68	234	0.265	0.474	8/12	0/0	0/0	0.474	NA	0.474
PTPRM	ENSG00000173482	Protein tyrosine phosphatase, receptor type, M	4	11	0	0	0	1	0.561	1	0.561	NA	NA	NA	NA	0.561	1	1.46 (0.339<96>4.93)	1.46 (0.339<96>4.93)	0 (0<96>156)	67	231	0.323	0.585	4/5	0/0	0/0	0.585	NA	0.585
PTPRN	ENSG00000054356	Protein tyrosine phosphatase, receptor type, N	2	27	0	0	1	2	0.102	0.438	0.102	NA	NA	NA	NA	0.102	1	0.297 (0.0342<96>1.18)	0.297 (0.0342<96>1.18)	2.01 (0.034<96>38.5)	39	154	0.927	0.152	2/14	0/0	1/1	0.152	0.532	0.152
PTPRN2	ENSG00000155093	Protein tyrosine phosphatase, receptor type, N polypeptide 2	7	30	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.936 (0.347<96>2.18)	0.936 (0.347<96>2.18)		63	160	0.00859	1	7/16	0/0	0/0	1	NA	1
PTPRO	ENSG00000151490	Protein tyrosine phosphatase, receptor type, O	10	29	0	0	0	0	0.49	NA	0.49	NA	NA	NA	NA	0.49	1	1.38 (0.602<96>2.92)	1.38 (0.602<96>2.92)		50	203	1	0.513	10/15	0/0	0/0	0.513	NA	0.513
PTPRQ	ENSG00000139304	Protein tyrosine phosphatase, receptor type, Q	8	10	0	0	0	0	0.533	NA	0.533	NA	NA	NA	NA	0.533	1	3.21 (1.1<96>9.04)	3.21 (1.1<96>9.04)		16	22	0.899	0.659	8/10	0/0	0/0	0.659	NA	0.659
PTPRR	ENSG00000153233	Protein tyrosine phosphatase, receptor type, R	1	15	0	0	0	0	0.207	NA	0.207	NA	NA	NA	NA	0.207	1	0.268 (0.00636<96>1.74)	0.268 (0.00636<96>1.74)		30	125	0.921	0.291	1/8	0/0	0/0	0.291	NA	0.291
PTPRS	ENSG00000105426	Protein tyrosine phosphatase, receptor type, S	5	15	0	0	28	93	0.636	0.506	0.535	NA	NA	NA	NA	0.535	1	1.61 (0.51<96>4.38)	1.61 (0.51<96>4.38)	1.21 (0.762<96>1.86)	88	475	0.0226	0.408	5/7	0/0	28/37	0.569	0.259	0.408
PTPRT	ENSG00000196090	Protein tyrosine phosphatase, receptor type, T	6	9	0	0	3	15	0.182	1	0.182	NA	NA	NA	NA	0.182	1	2.68 (0.784<96>8.42)	2.68 (0.784<96>8.42)	0.803 (0.149<96>2.84)	84	299	0.41	0.37	6/7	0/0	3/9	0.37	0.787	0.37
PTPRU	ENSG00000060656	Protein tyrosine phosphatase, receptor type, U	10	36	0	0	7	14	0.836	0.26	0.634	NA	NA	NA	NA	0.634	1	1.11 (0.493<96>2.29)	1.11 (0.493<96>2.29)	2.01 (0.685<96>5.31)	67	278	0.837	0.835	10/24	0/0	7/6	0.933	0.235	0.835
PTPRZ1	ENSG00000106278	Protein tyrosine phosphatase, receptor-type, Z polypeptide 1	10	24	0	0	0	0	0.227	NA	0.227	NA	NA	NA	NA	0.227	1	1.67 (0.714<96>3.63)	1.67 (0.714<96>3.63)		88	379	0.585	0.0512	10/11	0/0	0/0	0.0512	NA	0.0512
PTRF	ENSG00000177469	Polymerase I and transcript release factor	4	12	0	0	0	0	0.595	NA	0.595	NA	NA	NA	NA	0.595	1	1.34 (0.314<96>4.42)	1.34 (0.314<96>4.42)		19	77	1	0.164	4/2	0/0	0/0	0.164	NA	0.164
PTRH1	ENSG00000187024	Peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)	7	23	0	0	0	0	0.468	NA	0.468	NA	NA	NA	NA	0.468	1	1.22 (0.443<96>2.94)	1.22 (0.443<96>2.94)		14	45	0.579	0.457	7/9	0/0	0/0	0.457	NA	0.457
PTRH2	ENSG00000141378	Peptidyl-tRNA hydrolase 2	3	10	0	0	0	0	0.727	NA	0.727	NA	NA	NA	NA	0.727	1	1.2 (0.213<96>4.68)	1.2 (0.213<96>4.68)		10	36	0.77	1	3/6	0/0	0/0	1	NA	1
PTRHD1	ENSG00000184924	Peptidyl-tRNA hydrolase domain containing 1	2	12	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.669 (0.0727<96>3)	0.669 (0.0727<96>3)		10	39	0.855	1	2/4	0/0	0/0	1	NA	1
PTS	ENSG00000150787	6-pyruvoyltetrahydropterin synthase	2	11	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.73 (0.0786<96>3.34)	0.73 (0.0786<96>3.34)		4	15	0.755	1	2/4	0/0	0/0	1	NA	1
PTTG1	ENSG00000164611	Pituitary tumor-transforming 1	3	8	0	0	0	0	0.428	NA	0.428	NA	NA	NA	NA	0.428	1	1.51 (0.257<96>6.27)	1.51 (0.257<96>6.27)		6	27	1	0.7	3/4	0/0	0/0	0.7	NA	0.7
PTTG1IP	ENSG00000183255	Pituitary tumor-transforming 1 interacting protein	2	6	0	0	0	0	0.633	NA	0.633	NA	NA	NA	NA	0.633	1	1.34 (0.132<96>7.48)	1.34 (0.132<96>7.48)		6	34	0.556	0.59	2/3	0/0	0/0	0.59	NA	0.59
PTTG2	ENSG00000250254	Pituitary tumor-transforming 2	1	17	0	0	0	0	0.23	NA	0.23	NA	NA	NA	NA	0.23	1	0.236 (0.00565<96>1.51)	0.236 (0.00565<96>1.51)		10	36	0.699	0.428	1/6	0/0	0/0	0.428	NA	0.428
PTX3	ENSG00000163661	Pentraxin 3, long	1	15	0	0	0	0	0.334	NA	0.334	NA	NA	NA	NA	0.334	1	0.268 (0.00636<96>1.74)	0.268 (0.00636<96>1.74)		8	24	0.646	0.299	1/8	0/0	0/0	0.299	NA	0.299
PTX4	ENSG00000251692	Pentraxin 4, long	4	38	0	0	0	0	0.249	NA	0.249	NA	NA	NA	NA	0.249	1	0.422 (0.109<96>1.17)	0.422 (0.109<96>1.17)		33	104	0.221	0.267	4/17	0/0	0/0	0.267	NA	0.267
PUF60	ENSG00000179950	Poly-U binding splicing factor 60KDa	2	8	2	2	3	18	0.593	0.788	0.593	NA	NA	NA	NA	0.593	1	1 (0.104<96>5.03)	1.61 (0.368<96>5.57)	0.892 (0.22<96>2.71)	32	134	0.926	0.598	2/3	2/2	3/11	0.598	0.56	0.598
PUM1	ENSG00000134644	Pumilio RNA-binding family member 1	2	5	0	0	9	45	0.6	0.768	0.6	NA	NA	NA	NA	0.6	1	1.61 (0.153<96>9.81)	1.61 (0.153<96>9.81)	0.803 (0.345<96>1.66)	50	183	0.546	0.492	2/2	0/0	9/12	0.641	0.337	0.492
PUM2	ENSG00000055917	Pumilio RNA-binding family member 2	12	15	0	0	0	0	0.00114	NA	0.00114	NA	NA	NA	NA	0.00114	0.314	3.21 (1.37<96>7.35)	3.21 (1.37<96>7.35)		52	199	0.739	0.0128	12/8	0/0	0/0	0.0128	NA	0.0128
PURA	ENSG00000185129	Purine-rich element binding protein A	NA	NA	NA	NA	1	6	0.673	1	0.673	NA	NA	NA	NA	0.673	1	0 (0<96>Inf)	1.61 (0.153<96>9.81)	0.669 (0.0145<96>5.51)	18	71	0.9	0.691	0/0	2/3	1/3	0.691	1	0.691
PURB	ENSG00000146676	Purine-rich element binding protein B	1	2	0	0	10	37	0.593	0.85	0.572	NA	NA	NA	NA	0.572	1	2.01 (0.034<96>38.5)	2.01 (0.034<96>38.5)	1.08 (0.481<96>2.23)	11	54	0.624	0.921	1/2	0/0	10/18	1	0.684	0.921
PURG	ENSG00000172733	Purine-rich element binding protein G	1	0	0	0	10	42	0.18	1	0.18	NA	NA	NA	NA	0.18	1	Inf (0.103<96>Inf)	Inf (0.103<96>Inf)	0.956 (0.427<96>1.94)	19	57	0.304	0.318	1/0	0/0	10/20	0.318	1	0.318
PUS1	ENSG00000177192	Pseudouridylate synthase 1	2	14	0	0	0	0	0.922	NA	0.922	NA	NA	NA	NA	0.922	1	0.573 (0.0632<96>2.5)	0.573 (0.0632<96>2.5)		29	91	0.24	0.602	2/9	0/0	0/0	0.602	NA	0.602
PUS10	ENSG00000162927	Pseudouridylate synthase 10	7	30	0	0	0	0	0.708	NA	0.708	NA	NA	NA	NA	0.708	1	0.936 (0.347<96>2.18)	0.936 (0.347<96>2.18)		18	83	0.695	0.376	7/16	0/0	0/0	0.376	NA	0.376
PUS3	ENSG00000110060	Pseudouridylate synthase 3	7	24	0	0	0	0	0.645	NA	0.645	NA	NA	NA	NA	0.645	1	1.17 (0.426<96>2.8)	1.17 (0.426<96>2.8)		18	84	0.605	0.829	7/12	0/0	0/0	0.829	NA	0.829
PUS7	ENSG00000091127	Pseudouridylate synthase 7 homolog (S. cerevisiae)	7	22	0	0	0	0	0.55	NA	0.55	NA	NA	NA	NA	0.55	1	1.28 (0.461<96>3.1)	1.28 (0.461<96>3.1)		31	118	0.816	0.565	7/10	0/0	0/0	0.565	NA	0.565
PUS7L	ENSG00000129317	Pseudouridylate synthase 7 homolog (S. cerevisiae)-like	10	41	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.979 (0.437<96>1.99)	0.979 (0.437<96>1.99)		24	91	0.803	0.94	10/20	0/0	0/0	0.94	NA	0.94
PUSL1	ENSG00000169972	Pseudouridylate synthase-like 1	7	22	0	0	0	0	0.766	NA	0.766	NA	NA	NA	NA	0.766	1	1.28 (0.461<96>3.1)	1.28 (0.461<96>3.1)		18	54	0.419	0.728	7/10	0/0	0/0	0.728	NA	0.728
PVALB	ENSG00000100362	Parvalbumin	1	4	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.0204<96>10.1)	1 (0.0204<96>10.1)		5	18	0.78	1	1/2	0/0	0/0	1	NA	1
PVR	ENSG00000073008	Poliovirus receptor	6	24	0	0	0	0	0.722	NA	0.722	NA	NA	NA	NA	0.722	1	1 (0.335<96>2.52)	1 (0.335<96>2.52)		11	71	0.214	0.862	6/14	0/0	0/0	0.862	NA	0.862
PVRIG	ENSG00000213413	Poliovirus receptor related immunoglobulin domain containing	11	17	0	0	0	0	0.0699	NA	0.0699	NA	NA	NA	NA	0.0699	1	2.6 (1.1<96>5.88)	2.6 (1.1<96>5.88)		13	66	0.526	0.193	11/10	0/0	0/0	0.193	NA	0.193
PVRL1	ENSG00000110400	Poliovirus receptor-related 1 (herpesvirus entry mediator C)	3	6	0	0	0	0	0.376	NA	0.376	NA	NA	NA	NA	0.376	1	2.01 (0.325<96>9.4)	2.01 (0.325<96>9.4)		20	92	0.615	0.723	3/5	0/0	0/0	0.723	NA	0.723
PVRL2	ENSG00000130202	Poliovirus receptor-related 2 (herpesvirus entry mediator B)	2	4	0	0	0	0	0.536	NA	0.536	NA	NA	NA	NA	0.536	1	2.01 (0.182<96>14)	2.01 (0.182<96>14)		22	95	0.835	0.43	2/1	0/0	0/0	0.43	NA	0.43
PVRL3	ENSG00000177707	Poliovirus receptor-related 3	1	2	0	0	0	0	0.592	NA	0.592	NA	NA	NA	NA	0.592	1	2.01 (0.034<96>38.5)	2.01 (0.034<96>38.5)		18	79	0.816	1	1/2	0/0	0/0	1	NA	1
PVRL4	ENSG00000143217	Poliovirus receptor-related 4	6	4	0	0	0	0	0.0214	NA	0.0214	NA	NA	NA	NA	0.0214	0.829	6.02 (1.43<96>29)	6.02 (1.43<96>29)		35	101	0.16	0.0918	6/3	0/0	0/0	0.0918	NA	0.0918
PWP1	ENSG00000136045	PWP1 homolog (S. cerevisiae)	17	41	0	1	2	1	0.109	0.0788	0.0474	NA	NA	NA	NA	0.0474	0.975	1.66 (0.887<96>3)	1.62 (0.867<96>2.92)	8.03 (0.418<96>472)	22	65	0.343	0.0175	17/15	0/0	2/0	0.0421	0.0968	0.0175
PWP2	ENSG00000241945	PWP2 periodic tryptophan protein homolog (yeast)	3	37	0	0	0	0	0.0444	NA	0.0444	NA	NA	NA	NA	0.0444	0.965	0.325 (0.0642<96>1.03)	0.325 (0.0642<96>1.03)		54	198	0.591	0.0168	3/24	0/0	0/0	0.0168	NA	0.0168
PWWP2A	ENSG00000170234	PWWP domain containing 2A	2	3	0	0	1	13	0.209	0.326	0.209	NA	NA	NA	NA	0.209	1	2.68 (0.223<96>23.4)	2.68 (0.223<96>23.4)	0.309 (0.00727<96>2.06)	24	70	0.374	0.176	2/1	0/0	1/8	0.176	0.283	0.176
PWWP2B	ENSG00000171813	PWWP domain containing 2B	0	4	0	0	1	0	1	0.578	0.892	NA	NA	NA	NA	0.892	1	0 (0<96>6.08)	0 (0<96>6.08)	Inf (0.103<96>Inf)	21	63	0.325	0.565	0/3	0/0	1/0	0.565	0.657	0.565
PXDC1	ENSG00000168994	PX domain containing 1	0	3	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>9.71)	0 (0<96>9.71)		12	43	0.778	1	0/1	0/0	0/0	1	NA	1
PXDN	ENSG00000130508	Peroxidasin homolog (Drosophila)	8	27	0	0	0	0	0.707	NA	0.707	NA	NA	NA	NA	0.707	1	1.19 (0.467<96>2.69)	1.19 (0.467<96>2.69)		82	371	0.429	0.555	8/12	0/0	0/0	0.555	NA	0.555
PXDNL	ENSG00000147485	Peroxidasin homolog (Drosophila)-like	20	98	0	0	0	0	0.559	NA	0.559	NA	NA	NA	NA	0.559	1	0.819 (0.479<96>1.33)	0.819 (0.479<96>1.33)		76	241	0.0802	0.493	20/55	0/0	0/0	0.493	NA	0.493
PXK	ENSG00000168297	PX domain containing serine/threonine kinase	2	18	0	0	0	0	0.499	NA	0.499	NA	NA	NA	NA	0.499	1	0.446 (0.0502<96>1.86)	0.446 (0.0502<96>1.86)		18	70	0.893	0.487	2/10	0/0	0/0	0.487	NA	0.487
PXMP2	ENSG00000176894	Peroxisomal membrane protein 2, 22kDa	6	16	0	0	0	0	0.434	NA	0.434	NA	NA	NA	NA	0.434	1	1.51 (0.482<96>4.05)	1.51 (0.482<96>4.05)		3	9	0.785	0.721	6/9	0/0	0/0	0.721	NA	0.721
PXMP4	ENSG00000101417	Peroxisomal membrane protein 4, 24kDa	2	9	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.892 (0.0938<96>4.31)	0.892 (0.0938<96>4.31)		10	44	1	0.654	2/2	0/0	0/0	0.654	NA	0.654
PXN	ENSG00000089159	Paxillin	2	13	0	0	0	3	0.75	1	0.75	NA	NA	NA	NA	0.75	1	0.617 (0.0676<96>2.73)	0.617 (0.0676<96>2.73)	0 (0<96>9.71)	27	107	0.908	0.482	2/8	0/0	0/0	0.482	NA	0.482
PXT1	ENSG00000179165	Peroxisomal, testis specific 1	0	3	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>9.71)	0 (0<96>9.71)		4	14	0.839	1	0/2	0/0	0/0	1	NA	1
PYCARD	ENSG00000103490	PYD and CARD domain containing	1	3	0	0	4	11	0.535	0.589	0.463	NA	NA	NA	NA	0.463	1	1.34 (0.0255<96>16.7)	1.34 (0.0255<96>16.7)	1.46 (0.339<96>4.93)	12	46	0.88	0.943	1/2	0/0	4/6	1	0.769	0.943
PYCR1	ENSG00000183010	Pyrroline-5-carboxylate reductase 1	1	15	0	0	0	0	0.192	NA	0.192	NA	NA	NA	NA	0.192	1	0.268 (0.00636<96>1.74)	0.268 (0.00636<96>1.74)		11	52	0.768	0.673	1/5	0/0	0/0	0.673	NA	0.673
PYCR2	ENSG00000143811	Pyrroline-5-carboxylate reductase family, member 2	6	17	0	0	0	0	0.374	NA	0.374	NA	NA	NA	NA	0.374	1	1.42 (0.457<96>3.77)	1.42 (0.457<96>3.77)		17	73	0.89	0.795	6/11	0/0	0/0	0.795	NA	0.795
PYCRL	ENSG00000104524	Pyrroline-5-carboxylate reductase-like	3	17	0	0	0	0	0.772	NA	0.772	NA	NA	NA	NA	0.772	1	0.708 (0.133<96>2.45)	0.708 (0.133<96>2.45)		8	52	0.424	1	3/8	0/0	0/0	1	NA	1
PYDC1	ENSG00000169900	PYD (pyrin domain) containing 1	2	12	0	0	4	4	1	0.207	0.758	NA	NA	NA	NA	0.758	1	0.669 (0.0727<96>3)	0.669 (0.0727<96>3)	4.01 (0.748<96>21.6)	7	9	0.324	0.119	2/1	0/0	4/0	0.274	0.0408	0.119
PYDC2	ENSG00000253548	Pyrin domain containing 2	3	7	0	0	0	0	0.529	NA	0.529	NA	NA	NA	NA	0.529	1	1.72 (0.287<96>7.54)	1.72 (0.287<96>7.54)		3	25	0.373	0.433	3/3	0/0	0/0	0.433	NA	0.433
PYGB	ENSG00000100994	Phosphorylase, glycogen; brain	7	39	0	0	0	0	0.592	NA	0.592	NA	NA	NA	NA	0.592	1	0.72 (0.272<96>1.63)	0.72 (0.272<96>1.63)		53	224	0.832	0.932	7/18	0/0	0/0	0.932	NA	0.932
PYGL	ENSG00000100504	Phosphorylase, glycogen, liver	5	55	0	0	3	11	0.0196	0.716	0.0196	NA	NA	NA	NA	0.0196	0.829	0.365 (0.114<96>0.904)	0.365 (0.114<96>0.904)	1.09 (0.196<96>4.14)	37	131	0.539	0.134	5/24	0/0	3/3	0.134	0.411	0.134
PYGM	ENSG00000068976	Phosphorylase, glycogen, muscle	13	44	0	0	0	0	0.491	NA	0.491	NA	NA	NA	NA	0.491	1	1.19 (0.586<96>2.24)	1.19 (0.586<96>2.24)		47	182	0.827	0.805	13/31	0/0	0/0	0.805	NA	0.805
PYGO2	ENSG00000163348	Pygopus family PHD finger 2	4	3	0	0	0	0	0.0337	NA	0.0337	NA	NA	NA	NA	0.0337	0.911	5.35 (0.905<96>36.5)	5.35 (0.905<96>36.5)		17	56	0.55	0.129	4/1	0/0	0/0	0.129	NA	0.129
PYHIN1	ENSG00000163564	Pyrin and HIN domain family, member 1	5	16	0	0	0	0	0.204	NA	0.204	NA	NA	NA	NA	0.204	1	1.25 (0.359<96>3.58)	1.25 (0.359<96>3.58)		14	70	0.562	0.378	5/6	0/0	0/0	0.378	NA	0.378
PYROXD1	ENSG00000121350	Pyridine nucleotide-disulphide oxidoreductase domain 1	6	23	0	0	0	0	0.894	NA	0.894	NA	NA	NA	NA	0.894	1	1.05 (0.349<96>2.65)	1.05 (0.349<96>2.65)		16	80	0.507	0.914	6/13	0/0	0/0	0.914	NA	0.914
PYROXD2	ENSG00000119943	Pyridine nucleotide-disulphide oxidoreductase domain 2	12	41	0	0	0	0	0.705	NA	0.705	NA	NA	NA	NA	0.705	1	1.17 (0.562<96>2.28)	1.17 (0.562<96>2.28)		24	108	0.697	0.667	12/20	0/0	0/0	0.667	NA	0.667
PYURF	ENSG00000145337	PIGY upstream reading frame	0	1	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0 (0<96>156)	0 (0<96>156)		NA	NA	NA	1	0/1	0/0	0/0	1	NA	1
PYY	ENSG00000131096	Peptide YY	2	5	0	0	0	0	0.443	NA	0.443	NA	NA	NA	NA	0.443	1	1.61 (0.153<96>9.81)	1.61 (0.153<96>9.81)		5	31	0.518	1	2/4	0/0	0/0	1	NA	1
PZP	ENSG00000126838	Pregnancy-zone protein	30	118	0	0	0	0	0.962	NA	0.962	NA	NA	NA	NA	0.962	1	1.02 (0.659<96>1.53)	1.02 (0.659<96>1.53)		61	225	0.534	0.748	30/53	0/0	0/0	0.748	NA	0.748
QARS	ENSG00000172053	Glutaminyl-tRNA synthetase	13	47	0	0	0	0	0.622	NA	0.622	NA	NA	NA	NA	0.622	1	1.11 (0.551<96>2.09)	1.11 (0.551<96>2.09)		28	171	0.0511	0.764	13/33	0/0	0/0	0.764	NA	0.764
QDPR	ENSG00000151552	Quinoid dihydropteridine reductase	6	11	0	0	0	0	0.101	NA	0.101	NA	NA	NA	NA	0.101	1	2.19 (0.665<96>6.46)	2.19 (0.665<96>6.46)		11	57	0.58	0.0611	6/3	0/0	0/0	0.0611	NA	0.0611
QKI	ENSG00000112531	QKI, KH domain containing, RNA binding	1	2	0	0	1	26	0.207	0.0268	0.207	NA	NA	NA	NA	0.207	1	2.01 (0.034<96>38.5)	2.01 (0.034<96>38.5)	0.154 (0.00377<96>0.94)	18	88	0.54	0.318	1/1	0/0	1/7	0.318	0.437	0.318
QPCT	ENSG00000115828	Glutaminyl-peptide cyclotransferase	7	29	0	0	0	0	0.755	NA	0.755	NA	NA	NA	NA	0.755	1	0.969 (0.358<96>2.26)	0.969 (0.358<96>2.26)		19	78	1	0.888	7/18	0/0	0/0	0.888	NA	0.888
QPCTL	ENSG00000011478	Glutaminyl-peptide cyclotransferase-like	2	21	0	0	0	0	0.373	NA	0.373	NA	NA	NA	NA	0.373	1	0.382 (0.0434<96>1.56)	0.382 (0.0434<96>1.56)		21	67	0.365	0.41	2/10	0/0	0/0	0.41	NA	0.41
QPRT	ENSG00000103485	Quinolinate phosphoribosyltransferase	2	8	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	1 (0.104<96>5.03)	1 (0.104<96>5.03)		21	74	0.714	0.87	2/3	0/0	0/0	0.87	NA	0.87
QRFP	ENSG00000188710	Pyroglutamylated RFamide peptide	2	13	0	0	0	0	0.801	NA	0.801	NA	NA	NA	NA	0.801	1	0.617 (0.0676<96>2.73)	0.617 (0.0676<96>2.73)		6	32	0.664	0.643	2/3	0/0	0/0	0.643	NA	0.643
QRFPR	ENSG00000186867	Pyroglutamylated RFamide peptide receptor	6	33	0	0	2	7	0.684	0.701	0.684	NA	NA	NA	NA	0.684	1	0.73 (0.25<96>1.76)	0.73 (0.25<96>1.76)	1.15 (0.116<96>6.02)	14	70	0.562	0.579	6/19	0/0	2/4	0.579	1	0.579
QRICH1	ENSG00000198218	Glutamine-rich 1	4	2	0	0	2	11	0.00268	1	0.00268	NA	NA	NA	NA	0.00268	0.472	8.03 (1.15<96>88.9)	8.03 (1.15<96>88.9)	0.73 (0.0786<96>3.34)	46	133	0.0726	0.00902	4/2	0/0	2/1	0.0148	0.308	0.00902
QRICH2	ENSG00000129646	Glutamine rich 2	28	107	0	0	0	0	0.0915	NA	0.0915	NA	NA	NA	NA	0.0915	1	1.05 (0.667<96>1.61)	1.05 (0.667<96>1.61)		74	290	0.955	0.0783	28/45	0/0	0/0	0.0783	NA	0.0783
QRSL1	ENSG00000130348	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	5	27	0	0	0	0	0.52	NA	0.52	NA	NA	NA	NA	0.52	1	0.743 (0.223<96>1.96)	0.743 (0.223<96>1.96)		27	80	0.161	0.777	5/11	0/0	0/0	0.777	NA	0.777
QSER1	ENSG00000060749	Glutamine and serine rich 1	4	18	0	0	0	0	1	NA	1	NA	NA	NA	NA	1	1	0.892 (0.22<96>2.71)	0.892 (0.22<96>2.71)		51	244	0.405	0.934	4/11	0/0	0/0	0.934	NA	0.934
QSOX1	ENSG00000116260	Quiescin Q6 sulfhydryl oxidase 1	9	32	0	0	0	0	0.708	NA	0.708	NA	NA	NA	NA	0.708	1	1.13 (0.474<96>2.42)	1.13 (0.474<96>2.42)		38	116	0.189	0.692	9/15	0/0	0/0	0.692	NA	0.692
QSOX2	ENSG00000165661	Quiescin Q6 sulfhydryl oxidase 2	7	34	0	0	6	11	0.721	0.437	0.721	NA	NA	NA	NA	0.721	1	0.826 (0.309<96>1.89)	0.826 (0.309<96>1.89)	2.19 (0.665<96>6.46)	45	134	0.113	0.564	7/20	0/0	6/7	0.564	0.552	0.564
QTRT1	ENSG00000213339	Queuine tRNA-ribosyltransferase 1	4	18	0	0	0	0	0.849	NA	0.849	NA	NA	NA	NA	0.849	1	0.892 (0.22<96>2.71)	0.892 (0.22<96>2.71)		17	70	1	0.65	4/11	0/0	0/0	0.65	NA	0.65
QTRTD1	ENSG00000151576	Queuine tRNA-ribosyltransferase domain containing 1	6	24	0	0	0	0	0.89	NA	0.89	NA	NA	NA	NA	0.89	1	1 (0.335<96>2.52)	1 (0.335<96>2.52)		19	73	0.893	0.931	6/14	0/0	0/0	0.931	NA	0.931
R3HCC1	ENSG00000104679	R3H domain and coiled-coil containing 1	2	1	0	0	0	0	0.521	NA	0.521	NA	NA	NA	NA	0.521	1	8.03 (0.418<96>472)	8.03 (0.418<96>472)		7	2	0.0834	0.607	2/1	0/0	0/0	0.607	NA	0.607
R3HCC1L	ENSG00000166024	R3H domain and coiled-coil containing 1-like	20	44	0	0	0	0	0.075	NA	0.075	NA	NA	NA	NA	0.075	1	1.83 (1.02<96>3.16)	1.83 (1.02<96>3.16)		36	167	0.468	0.231	20/24	0/0	0/0	0.231	NA	0.231
